<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
GTN,20150320,8.5595,8.8951,8.5595,8.8951,1524370
GTN,20150323,8.8392,8.9510,8.7273,8.7273,1536930
GTN,20150324,8.6154,8.8392,8.5595,8.8392,1826390
GTN,20150325,8.8392,9.1749,8.7833,9.1189,2942460
GTN,20150326,9.1189,9.3427,9.0630,9.1748,2814590
GTN,20150327,9.1748,9.2307,8.9510,9.0070,1696220
GTN,20150330,9.0070,9.0629,8.6713,8.6713,1627580
GTN,20150331,8.6154,8.9510,8.5594,8.6713,1875740
GTN,20150401,8.5594,8.7272,8.3916,8.5035,2443740
GTN,20150402,8.4476,8.7832,8.3916,8.7273,2743140
GTN,20150403,8.7273,8.8951,8.6154,8.8392,2409910
GTN,20150406,8.7273,8.9511,8.6714,8.8392,2103510
GTN,20150407,8.7273,9.0630,8.7273,9.0629,2684150
GTN,20150408,9.0070,9.1189,8.9510,9.1189,2033360
GTN,20150409,9.0070,9.3427,8.9511,9.1748,3271580
GTN,20150410,9.1189,9.3426,9.0629,9.2308,2590430
GTN,20150413,9.1749,9.2867,9.1189,9.1189,1611870
GTN,20150414,9.0630,9.1189,8.9511,9.0629,1884370
GTN,20150415,8.9510,9.1748,8.8951,9.1189,1369550
GTN,20150416,9.0630,9.2308,9.0630,9.2308,2115930
GTN,20150417,9.1189,9.2867,9.1189,9.2867,1855750
GTN,20150420,9.2308,9.2308,9.1189,9.2308,1038990
GTN,20150421,9.1749,9.3427,9.1749,9.2867,2204770
GTN,20150422,9.2308,9.2867,9.1748,9.2867,2437390
GTN,20150423,9.2308,9.2867,9.1189,9.1748,1870890
GTN,20150424,9.1189,9.2307,9.1189,9.1748,732490
GTN,20150427,9.1189,9.1748,8.8951,8.8951,1682510
GTN,20150504,8.8392,8.8392,8.2797,8.2797,1943220
GTN,20150505,7.7203,8.1119,7.7203,8.1119,1637520
GTN,20150506,7.8322,7.8881,7.5524,7.5524,1425080
GTN,20150507,7.0489,7.3286,7.0489,7.1608,1325310
GTN,20150508,7.1049,7.5524,7.1049,7.5524,1407430
GTN,20150511,7.4405,7.4965,7.2167,7.2168,1066270
GTN,20150512,7.1049,7.1049,6.7133,6.7133,1373810
GTN,20150513,6.2657,6.3776,6.2657,6.2657,2311370
GTN,20150514,5.8741,6.0979,5.8741,5.9301,6253500
GTN,20150515,5.8182,6.3217,5.8182,6.2657,2976570
GTN,20150518,6.0979,6.0979,5.8741,5.8741,2153320
GTN,20150519,5.4825,5.7622,5.4825,5.7063,3719340
GTN,20150520,5.5944,6.0420,5.4825,5.9860,1816540
GTN,20150521,5.8741,5.9860,5.7622,5.8741,2659520
GTN,20150522,5.8182,6.0979,5.7063,6.0420,3712270
GTN,20150525,6.0420,6.4336,6.0420,6.4336,3552660
GTN,20150526,6.6574,6.8812,6.6014,6.6014,4428220
GTN,20150527,6.5455,6.8252,6.4336,6.7133,4608660
GTN,20150528,6.6014,6.7692,6.4895,6.6014,4552130
GTN,20150529,6.4895,6.6014,6.3776,6.5455,2655980
GTN,20150601,6.4336,6.6574,6.4336,6.6014,2127600
GTN,20150602,6.6014,6.6573,6.4895,6.5455,3032490
GTN,20150603,6.7307,6.9160,6.6690,6.8923,2778010
GTN,20150604,6.8923,7.0769,6.8923,6.9538,2225530
GTN,20150605,6.8923,6.9538,6.7076,6.8923,1991710
GTN,20150608,6.8923,7.3231,6.8923,7.1385,4041280
GTN,20150609,7.1385,7.1385,6.8308,6.8923,3260130
GTN,20150610,6.8308,7.0769,6.7692,7.0769,2507370
GTN,20150611,7.0769,7.2615,6.9538,7.2000,2742700
GTN,20150612,7.2000,7.2615,7.0154,7.2000,2761640
GTN,20150615,7.1385,7.1385,7.0769,7.0769,2954330
GTN,20150616,7.0769,7.0769,6.7692,6.7692,2754240
GTN,20150617,6.7692,6.7692,6.4615,6.5231,2818050
GTN,20150618,6.5231,6.7077,6.4000,6.5846,1725840
GTN,20150619,6.5846,6.7692,6.5231,6.5846,1431750
GTN,20150622,6.5846,6.7077,6.4615,6.5846,1130870
GTN,20150623,6.5846,6.7077,6.5231,6.7077,1839720
GTN,20150624,6.6462,6.7077,6.5846,6.5846,830290
GTN,20150625,6.5231,6.5846,6.4615,6.5231,1508330
GTN,20150626,6.4616,6.5846,6.4000,6.5231,1468670
GTN,20150629,6.4616,6.4616,6.2769,6.2769,1301060
GTN,20150630,6.2769,6.5846,6.2769,6.4000,4800580
GTN,20150701,6.4000,6.4000,6.2154,6.3385,1847190
GTN,20150702,6.2770,6.4000,6.0923,6.4000,2604320
GTN,20150703,6.3385,6.3385,6.2154,6.2154,3719140
GTN,20150706,6.1539,6.4000,6.0923,6.3385,4422800
GTN,20150707,6.3385,6.4000,6.2770,6.4000,1786290
GTN,20150708,6.3385,6.4000,6.2154,6.2769,1104360
GTN,20150709,6.2154,6.2154,6.0923,6.0923,1130540
GTN,20150710,6.1538,6.2769,6.0923,6.2154,3089490
GTN,20150713,6.2154,6.2769,6.0308,6.0308,979200
GTN,20150714,6.0308,6.1539,5.9077,6.0308,2330610
GTN,20150715,6.0308,6.0923,5.9077,5.9077,1766100
GTN,20150716,5.9692,5.9692,5.7846,5.8462,1069600
GTN,20150717,5.7847,6.0308,5.7847,5.9692,1478310
GTN,20150720,5.9692,5.9692,5.7846,5.9077,541170
GTN,20150721,5.8462,5.9077,5.7231,5.7846,561450
GTN,20150722,5.7846,5.9077,5.6615,5.9077,1320730
GTN,20150723,5.8462,6.0923,5.7846,6.0923,2004180
GTN,20150724,5.9692,6.2769,5.9692,6.2154,1573450
GTN,20150727,6.1539,6.3385,6.1538,6.1538,848570
GTN,20150728,6.1538,6.3384,6.0307,6.2769,1611730
GTN,20150729,6.2769,6.5231,6.2769,6.4615,2439090
GTN,20150730,6.4000,6.5846,6.3384,6.5846,1251070
GTN,20150731,6.5846,6.7077,6.5231,6.5231,1795930
GTN,20150803,6.4616,6.4616,6.3385,6.4615,1358520
GTN,20150804,6.5230,6.8307,6.4615,6.7077,2644010
GTN,20150805,6.6462,6.9539,6.6462,6.9538,1663380
GTN,20150806,6.8923,6.9538,6.8307,6.9538,1583480
GTN,20150807,6.9538,7.0769,6.8307,7.0154,1627400
GTN,20150810,6.9539,7.2000,6.9539,7.2000,1948460
GTN,20150811,7.2000,7.2615,7.0154,7.0769,2642220
GTN,20150812,7.0154,7.0769,6.8307,7.0154,2715090
GTN,20150813,6.9539,6.9539,6.6462,6.7692,2875200
GTN,20150814,6.7692,6.8307,6.4000,6.5846,2120890
GTN,20150817,6.5231,6.7077,6.1538,6.5231,2004550
GTN,20150818,6.4616,6.7077,6.4616,6.7077,1347400
GTN,20150819,6.6462,6.7692,6.5231,6.7692,1564360
GTN,20150820,6.6461,6.7077,6.5230,6.6462,1358910
GTN,20150821,6.5231,6.6462,6.2154,6.5846,2157330
GTN,20150824,6.4000,6.4000,6.1538,6.1538,1121570
GTN,20150825,5.7230,5.9692,5.7230,5.8462,2745170
GTN,20150826,5.8462,6.2154,5.7231,6.2154,1375810
GTN,20150827,6.4000,6.5846,6.2769,6.5231,1436260
GTN,20150828,6.5231,6.7077,6.4000,6.7077,1432450
GTN,20150831,6.7077,6.7077,6.5231,6.5846,1252940
GTN,20150901,6.5231,6.7077,6.4615,6.5846,1154690
GTN,20150903,6.5231,6.7077,6.4615,6.7077,1629760
GTN,20150904,6.6462,6.8308,6.6462,6.7692,1133860
GTN,20150907,6.7077,6.7692,6.5846,6.7077,845730
GTN,20150908,6.6462,6.9539,6.6462,6.9538,1560820
GTN,20150909,7.0153,7.0769,6.9538,7.0154,1448830
GTN,20150910,6.9539,7.1385,6.8923,7.1385,821090
GTN,20150911,7.1385,7.2000,7.0154,7.0154,1249610
GTN,20150914,6.9539,7.0769,6.7692,6.8308,1453890
GTN,20150915,6.7077,6.9539,6.7077,6.8923,1193350
GTN,20150916,6.7692,6.8923,6.7692,6.8923,716990
GTN,20150917,6.8308,7.0769,6.8308,7.0154,1099440
GTN,20150918,7.0769,7.2000,7.0154,7.2000,1620970
GTN,20150921,7.2000,7.6923,7.1385,7.6308,2893560
GTN,20150922,7.6308,7.8154,7.6308,7.8154,1642720
GTN,20150923,7.7539,8.1846,7.6923,8.1846,1493820
GTN,20150924,8.1846,8.3077,7.9384,8.1231,2464470
GTN,20150925,8.0616,8.1231,7.9385,8.0000,1124800
GTN,20150928,7.9385,8.3692,7.8769,8.0000,2728420
GTN,20150929,7.8769,8.0615,7.8769,7.8769,2065850
GTN,20150930,7.8769,8.0615,7.8154,7.9385,1848560
GTN,20151001,7.9385,8.4923,7.9385,8.4923,2548530
GTN,20151002,8.6769,8.7385,8.5538,8.7385,1792900
GTN,20151005,8.6154,8.9231,8.5539,8.8615,1641260
GTN,20151006,8.9230,8.9846,8.6769,8.6769,2727570
GTN,20151007,8.5538,8.6769,8.4307,8.6154,2693600
GTN,20151008,8.5539,8.8000,8.4923,8.7385,1507590
GTN,20151009,8.6770,8.9231,8.6154,8.6769,1969660
GTN,20151012,8.6154,8.8000,8.5538,8.8000,2123640
GTN,20151013,8.7385,8.8615,8.6769,8.8615,1595130
GTN,20151014,8.8000,9.2923,8.8000,9.2923,3515230
GTN,20151015,9.2308,9.4154,9.1692,9.3538,2087160
GTN,20151016,9.2307,9.2923,8.8000,8.9231,2188260
GTN,20151019,8.8000,8.9231,8.6769,8.8615,1456460
GTN,20151020,8.7384,8.9231,8.6769,8.9231,1425420
GTN,20151021,8.8616,9.1693,8.8000,9.1692,1527830
GTN,20151022,9.0461,9.1692,9.0461,9.1077,929210
GTN,20151023,9.0462,9.1077,8.9846,9.1077,1074690
GTN,20151026,9.0462,9.2923,8.9846,9.2308,1459330
GTN,20151027,9.1693,9.2308,9.1077,9.2308,932910
GTN,20151028,9.1077,9.2308,8.9846,8.9846,1659710
GTN,20151029,8.8000,9.1077,8.8000,9.1077,752920
GTN,20151030,8.9846,9.1692,8.9846,9.0462,348160
GTN,20151102,9.0462,9.0462,8.4924,8.6769,2228940
GTN,20151103,8.6154,9.0461,8.4307,8.9231,1640320
GTN,20151104,8.9231,9.2923,8.9231,9.1692,1412030
GTN,20151105,9.1692,9.2308,9.0461,9.2308,503190
GTN,20151106,9.1693,9.1693,8.9231,8.9231,726770
GTN,20151109,8.8616,9.1077,8.8000,9.1077,380930
GTN,20151110,8.9846,9.0462,8.8615,8.9231,387610
GTN,20151111,8.8000,8.9231,8.8000,8.8000,1048230
GTN,20151112,8.6154,8.8615,8.6154,8.7385,596340
GTN,20151113,8.6770,8.9231,8.6154,8.9231,461890
GTN,20151116,8.7385,8.8000,8.6769,8.7385,323150
GTN,20151117,8.7385,8.9847,8.6770,8.8615,878660
GTN,20151118,8.8615,9.2308,8.7384,9.2308,841870
GTN,20151119,9.2308,9.8462,9.1077,9.8462,2887240
GTN,20151120,9.8462,10.0924,9.8462,10.0923,832890
GTN,20151123,9.8461,10.0308,9.7231,9.8462,866190
GTN,20151124,9.7231,10.2154,9.7231,10.0923,1704400
GTN,20151125,9.9692,10.3385,9.8461,10.2769,849620
GTN,20151126,10.1538,10.3384,9.7846,9.7846,1353400
GTN,20151127,9.7231,9.9692,9.6615,9.6615,1244770
GTN,20151130,9.6615,9.7230,9.4769,9.6000,1005620
GTN,20151201,9.4769,9.7231,9.4769,9.7231,511290
GTN,20151202,9.7231,9.9693,9.6616,9.9692,521870
GTN,20151203,9.8461,10.1538,9.8461,10.1538,757450
GTN,20151204,10.0923,10.2154,9.9692,10.2154,788920
GTN,20151207,10.1539,10.3385,10.0923,10.2154,364270
GTN,20151208,10.0923,10.2769,10.0308,10.2154,625710
GTN,20151209,10.1539,10.2154,9.9692,9.9692,879530
GTN,20151210,9.8461,9.9077,9.7230,9.7231,771210
GTN,20151211,9.6000,9.9693,9.6000,9.9692,915830
GTN,20151214,9.8461,10.0307,9.8461,9.9077,459590
GTN,20151215,9.7231,10.0923,9.7231,10.0923,629390
GTN,20151216,10.0923,10.3385,10.0923,10.2154,919740
GTN,20151217,10.2154,10.6462,10.2154,10.5846,1739510
GTN,20151218,10.4615,10.6461,10.4615,10.4615,821960
GTN,20151221,10.3384,10.4615,10.2769,10.3385,914690
GTN,20151222,10.2770,10.2770,10.0923,10.0923,922480
GTN,20151223,9.9692,10.1538,9.9077,10.1538,372330
GTN,20151224,10.1538,10.2153,10.0307,10.0308,633440
GTN,20151225,10.3385,10.3385,9.9692,9.9692,446650
GTN,20151228,9.9077,10.0307,9.8461,9.9692,801320
GTN,20151229,9.9077,10.0923,9.8461,10.0923,491110
GTN,20151230,10.0923,10.3385,10.0308,10.3385,704550
GTN,20151231,10.3385,10.3385,10.2154,10.2769,481610
GTN,20160104,10.1538,10.3385,10.1538,10.3385,582330
GTN,20160105,10.2154,10.3385,10.2154,10.2769,512690
GTN,20160106,10.2154,10.4615,10.1538,10.4615,704960
GTN,20160107,10.3384,10.4000,10.1538,10.2769,1030120
GTN,20160108,9.9692,10.0923,9.9692,9.9692,522330
GTN,20160111,10.0307,10.0308,9.7846,10.0308,715070
GTN,20160112,9.9077,10.2770,9.8462,10.2769,555070
GTN,20160113,10.2154,10.2769,10.0923,10.1538,522820
GTN,20160114,10.0307,10.0307,9.7230,9.7231,1121600
GTN,20160115,9.7231,9.7846,9.2308,9.2308,799370
GTN,20160118,8.9846,8.9846,8.6154,8.7385,1702750
GTN,20160119,8.7385,8.9231,8.6154,8.9231,744990
GTN,20160120,8.8616,8.9846,8.8000,8.8615,787050
GTN,20160121,8.8615,8.9846,8.6153,8.9846,835780
GTN,20160122,8.9231,9.4769,8.8615,9.4769,753700
GTN,20160125,9.4154,9.9692,9.4154,9.9692,1368000
GTN,20160126,9.7230,9.9077,9.6615,9.8462,744870
GTN,20160127,9.7847,10.1539,9.6616,10.0923,928700
GTN,20160128,9.9692,10.2154,9.8461,9.9692,749630
GTN,20160129,9.7230,10.0307,9.7230,9.9692,441530
GTN,20160201,9.8461,10.0307,9.8461,9.8462,436180
GTN,20160202,9.7231,9.8462,9.6616,9.7231,473770
GTN,20160203,9.4769,9.7231,9.4769,9.7231,216780
GTN,20160204,9.6616,9.8462,9.6000,9.8462,262590
GTN,20160205,9.7231,9.9693,9.7231,9.9692,443960
GTN,20160215,9.7846,9.9077,9.7230,9.9077,303060
GTN,20160216,9.8462,9.9692,9.8462,9.9692,396110
GTN,20160217,9.8461,9.9077,9.8461,9.8462,361530
GTN,20160218,9.8462,10.0308,9.7231,9.9692,576550
GTN,20160219,9.8461,9.9692,9.7846,9.9077,565350
GTN,20160222,9.8462,9.9692,9.7846,9.9692,642620
GTN,20160223,9.8461,9.9692,9.8461,9.9077,623120
GTN,20160224,9.7846,10.5231,9.7231,10.5231,2003440
GTN,20160225,10.4616,10.5846,10.4000,10.4615,768130
GTN,20160226,10.3384,11.0153,10.3384,10.8923,1509640
GTN,20160229,10.7692,10.8308,10.6461,10.6462,1013710
GTN,20160301,10.5231,10.8308,10.4616,10.8308,1206160
GTN,20160302,10.7077,10.9539,10.6462,10.9538,930040
GTN,20160303,10.8307,10.9538,10.7692,10.8923,650740
GTN,20160304,10.7692,11.0154,10.7077,11.0154,909120
GTN,20160307,10.8923,11.0769,10.8308,10.8923,614710
GTN,20160308,10.7692,10.8308,10.4615,10.4615,1287810
GTN,20160309,10.3384,10.4000,10.1538,10.2154,998050
GTN,20160310,10.0308,10.4000,9.9692,10.4000,730670
GTN,20160311,10.3385,10.5231,10.3385,10.4615,568550
GTN,20160314,10.3384,10.4000,10.2769,10.4000,325410
GTN,20160315,10.2769,10.4000,9.9692,9.9692,928500
GTN,20160316,9.9692,10.2769,9.9077,10.1538,884170
GTN,20160317,10.0923,10.2153,10.0923,10.0923,500290
GTN,20160318,10.0923,10.0923,9.9692,10.0308,428810
GTN,20160321,9.9693,10.0308,9.6616,9.7231,1121210
GTN,20160322,9.7231,9.8462,9.6616,9.7231,675760
GTN,20160323,9.7231,9.7846,9.7231,9.7846,268150
GTN,20160324,9.7231,9.7846,9.4769,9.4769,530180
GTN,20160325,9.4154,9.8462,9.3538,9.8462,713100
GTN,20160328,9.7231,10.0924,9.6616,10.0923,447310
GTN,20160329,10.0923,10.0923,9.8461,9.8462,386800
GTN,20160330,9.7231,10.0308,9.6000,9.9077,444600
GTN,20160331,9.8462,10.0308,9.8462,9.8462,619750
GTN,20160401,9.7231,10.0308,9.6616,9.9692,496120
GTN,20160404,9.7846,9.9077,9.7846,9.8462,154570
GTN,20160405,9.7231,10.0308,9.6616,10.0308,410750
GTN,20160406,9.8462,10.2154,9.8462,10.2154,525160
GTN,20160407,10.1539,10.2769,10.0923,10.2154,596620
GTN,20160408,10.0308,10.2154,10.0308,10.1538,609650
GTN,20160411,10.1538,10.1538,10.0307,10.0923,550850
GTN,20160412,10.0923,10.4000,10.0923,10.2769,1051840
GTN,20160413,10.1538,10.2154,10.0307,10.0308,495860
GTN,20160414,10.0308,10.1539,10.0308,10.0308,479530
GTN,20160415,10.0308,10.0923,9.9693,10.0308,572050
GTN,20160419,10.0308,10.0308,9.7846,9.8462,444840
GTN,20160420,9.7231,9.8462,9.7231,9.7231,579120
GTN,20160421,9.6616,9.9693,9.6616,9.9692,693660
GTN,20160422,9.9077,10.2154,9.8461,10.1538,736550
GTN,20160425,10.0307,10.2769,9.9692,10.2769,1382510
GTN,20160426,10.1538,10.5231,10.1538,10.4615,890410
GTN,20160427,10.3384,10.4615,10.2769,10.2769,317770
GTN,20160428,10.1538,10.2769,10.0307,10.0308,283980
GTN,20160429,9.9077,10.0308,9.8462,9.9692,312630
GTN,20160504,9.8461,9.9077,9.6000,9.9077,425760
GTN,20160505,9.7231,9.9692,9.7231,9.8462,342960
GTN,20160506,9.7847,9.9693,9.7231,9.8462,494630
GTN,20160509,9.7847,10.0308,9.7231,9.8462,538380
GTN,20160510,9.7847,9.9077,9.7231,9.9077,745310
GTN,20160511,9.7846,9.9692,9.7846,9.9077,347520
GTN,20160512,9.8462,9.9692,9.7846,9.9077,425660
GTN,20160513,9.8462,9.9077,9.7846,9.8462,176860
GTN,20160516,9.9693,9.9693,9.8462,9.8462,318420
GTN,20160517,9.7847,9.8462,9.7231,9.8462,515070
GTN,20160518,9.8462,9.8462,9.7231,9.7846,306950
GTN,20160519,9.7231,9.8462,9.7231,9.8462,138760
GTN,20160520,9.8462,10.0308,9.7847,9.9692,499860
GTN,20160523,9.8461,10.4615,9.8461,10.2769,3674460
GTN,20160524,10.1538,10.5846,10.1538,10.5846,5192410
GTN,20160525,10.4615,10.8923,10.4615,10.7692,3597210
GTN,20160526,10.5846,10.7692,10.4615,10.5846,3358360
GTN,20160527,10.5231,10.7692,10.4615,10.7077,2492480
GTN,20160530,10.6462,10.8923,10.5846,10.7077,1105790
GTN,20160531,10.7077,10.7077,10.4000,10.4000,1484050
GTN,20160601,10.3385,10.4000,10.1538,10.1538,758590
GTN,20160602,10.1538,10.3384,10.1538,10.2769,677560
GTN,20160603,10.2769,10.4000,10.2769,10.3385,505140
GTN,20160606,10.5231,10.7693,10.5231,10.5846,1148690
GTN,20160607,10.5231,11.3231,10.5231,11.3231,2327790
GTN,20160608,11.3846,11.8769,11.2616,11.5692,1905280
GTN,20160609,11.3846,11.5077,11.2615,11.4462,926210
GTN,20160610,11.3847,12.1847,11.3847,12.1846,2304390
GTN,20160613,12.1846,12.8000,12.1231,12.8000,1970120
GTN,20160614,12.7385,13.5385,12.6154,13.5385,1778840
GTN,20160615,13.4770,13.6000,13.0462,13.1692,2015960
GTN,20160616,12.9230,13.2308,12.6154,13.2308,1678210
GTN,20160617,13.1693,14.1539,12.9231,14.1538,5142590
GTN,20160620,13.8461,14.9538,13.8461,14.9538,1415250
GTN,20160621,14.6461,15.0153,14.4615,14.7077,1125010
GTN,20160622,14.4000,14.4000,13.9692,13.9692,1000410
GTN,20160623,13.5384,13.6615,13.0461,13.0462,1609910
GTN,20160624,12.4308,12.6770,12.1847,12.3077,2031760
GTN,20160627,12.1846,12.7385,12.1846,12.6769,849810
GTN,20160628,12.6154,12.7384,12.5538,12.5538,435830
GTN,20160629,12.5538,13.2923,12.4307,13.2923,1144710
GTN,20160630,13.2923,13.6000,13.1077,13.4154,804210
GTN,20160701,13.4154,13.4154,12.9231,12.9231,1067640
GTN,20160704,12.6769,12.9231,12.5539,12.6769,737590
GTN,20160705,12.6769,13.0461,12.6769,12.9231,785170
GTN,20160706,12.9231,12.9231,12.6154,12.8000,792950
GTN,20160707,12.6769,13.1692,12.6154,13.0462,914320
GTN,20160708,13.1077,13.2924,13.0462,13.1692,678400
GTN,20160711,13.1692,13.2307,12.8615,12.8615,757240
GTN,20160712,12.8000,12.8615,12.6153,12.8615,275280
GTN,20160713,12.6769,13.1077,12.6769,13.0462,889760
GTN,20160714,13.0462,13.7231,12.9847,13.5385,927120
GTN,20160715,13.4154,13.9693,13.4154,13.6615,836590
GTN,20160718,13.6615,14.2154,13.4769,14.2154,464790
GTN,20160719,14.0923,14.5231,13.9077,14.0308,954780
GTN,20160720,13.9077,13.9693,13.5385,13.6000,433630
GTN,20160721,13.4154,13.6615,13.3538,13.5385,612460
GTN,20160722,13.4154,13.4154,13.0462,13.0462,529670
GTN,20160725,12.9231,13.2308,12.9231,13.1077,257550
GTN,20160726,13.0462,13.1077,12.9231,12.9846,350470
GTN,20160727,12.9231,13.2923,12.9231,13.1692,499200
GTN,20160728,13.0461,13.5385,12.9846,13.5385,680910
GTN,20160729,13.4154,13.5385,13.2308,13.5385,164150
GTN,20160801,13.3539,13.4154,13.1077,13.1077,739460
GTN,20160802,13.0462,13.0462,12.7385,12.8000,632980
GTN,20160803,12.5538,12.8000,12.4923,12.6769,662950
GTN,20160804,12.6769,12.9846,12.3077,12.3077,1312320
GTN,20160805,12.3077,12.6769,12.2462,12.4308,1151150
GTN,20160808,12.3077,12.6154,12.3077,12.3077,1139680
GTN,20160809,12.3692,12.6769,12.3077,12.6154,1376990
GTN,20160810,12.4923,12.9846,12.4308,12.9231,1386300
GTN,20160811,12.7385,13.4154,12.7385,13.0462,1680870
GTN,20160812,12.8000,13.1077,12.6154,12.6154,1504440
GTN,20160815,12.4923,12.7385,12.3077,12.4923,1547460
GTN,20160816,12.3077,12.6154,12.3077,12.4923,1492870
GTN,20160817,12.3692,12.4923,11.9385,11.9385,1807020
GTN,20160818,11.6923,11.8154,11.2000,11.2615,1558060
GTN,20160819,11.2000,11.5077,11.2000,11.3231,1396360
GTN,20160822,11.2616,11.5077,11.2000,11.4462,1390020
GTN,20160823,11.3231,11.5077,11.2000,11.4462,1315250
GTN,20160824,11.3231,11.7539,11.2616,11.5077,1371000
GTN,20160825,11.3846,11.5077,11.3231,11.4462,1394580
GTN,20160826,11.3231,11.6308,11.3231,11.3846,1409130
GTN,20160829,11.2615,11.5692,11.2615,11.2615,1299480
GTN,20160830,11.2615,11.3846,11.1384,11.3231,1128340
GTN,20160831,11.3231,11.4462,11.2616,11.3846,1056140
GTN,20160901,11.3846,11.4461,11.2615,11.3231,883020
GTN,20160905,11.3231,11.4462,11.2000,11.3846,754040
GTN,20160906,11.3846,11.8154,11.3231,11.7538,1058300
GTN,20160907,11.6923,11.8769,11.6307,11.6308,814830
GTN,20160908,11.5693,11.6923,11.5077,11.5077,681520
GTN,20160909,11.3846,11.6308,11.2615,11.2615,750010
GTN,20160912,11.2615,11.3230,10.9538,10.9538,498420
GTN,20160913,10.8307,10.8923,10.7692,10.7692,220820
GTN,20160914,10.7077,10.8000,10.7077,10.8000,136910
GTN,20160915,10.7692,10.8615,10.7692,10.8615,134370
GTN,20160916,10.7692,10.8000,10.1538,10.5231,1916960
GTN,20160919,10.7693,11.2308,10.5231,11.2308,1649660
GTN,20160920,11.2616,12.0000,11.0770,11.8154,1774040
GTN,20160921,11.6308,11.9077,11.6000,11.6000,1086660
GTN,20160922,11.4462,11.6000,11.3231,11.4769,1206820
GTN,20160923,11.4461,11.5692,11.3231,11.5077,1195250
GTN,20160926,11.5077,11.8154,11.4462,11.5692,1416740
GTN,20160927,11.5077,11.8154,11.4461,11.6615,1488390
GTN,20160928,11.6923,11.9692,11.6307,11.7538,1318250
GTN,20160929,11.7538,11.7538,11.6000,11.6923,1326850
GTN,20160930,11.6000,11.6923,11.5692,11.6000,961840
GTN,20161003,11.5385,11.6923,11.5385,11.6615,1034520
GTN,20161004,11.6307,11.9692,11.6307,11.9077,1505830
GTN,20161005,11.8462,12.1846,11.7846,12.1846,1207020
GTN,20161006,12.1846,12.4308,12.1231,12.3692,1248500
GTN,20161007,12.2461,12.3077,12.1230,12.1231,1070880
GTN,20161010,12.0000,12.0923,11.6923,11.6923,1162030
GTN,20161011,11.5077,11.6923,11.4461,11.6923,1158570
GTN,20161012,11.5692,11.7846,11.5692,11.6923,988630
GTN,20161013,11.6308,11.6923,11.6000,11.6923,1024180
GTN,20161014,11.6000,11.6923,11.5692,11.6308,920980
GTN,20161017,11.5693,11.7231,11.5693,11.6923,838690
GTN,20161018,11.5692,11.7538,11.5692,11.7538,1101430
GTN,20161019,11.7538,11.9077,11.6307,11.9077,869150
GTN,20161020,11.9077,11.9077,11.6923,11.8769,1007400
GTN,20161021,11.8154,11.8461,11.6923,11.6923,804340
GTN,20161024,11.6308,11.7231,11.4769,11.4769,939590
GTN,20161025,11.3846,11.4769,11.2000,11.2000,1002240
GTN,20161026,11.2000,11.2923,11.1385,11.1385,877400
GTN,20161027,11.1385,11.1693,11.0770,11.1077,643280
GTN,20161028,11.0769,11.2308,11.0769,11.1692,880460
GTN,20161031,11.0769,11.2000,11.0769,11.1077,733740
GTN,20161101,11.0769,11.2308,11.0769,11.1385,1012020
GTN,20161102,11.1077,11.2000,11.0770,11.1385,1505380
GTN,20161103,11.0770,11.2000,11.0769,11.0769,1703950
GTN,20161104,11.0769,11.2923,11.0154,11.2308,1596320
GTN,20161107,11.1693,11.3846,11.1385,11.3846,1752490
GTN,20161108,11.3231,11.4461,11.2615,11.3846,1785510
GTN,20161109,11.3538,11.3538,10.9538,11.1385,2178860
GTN,20161110,11.1077,11.4154,11.1077,11.3538,2030520
GTN,20161111,11.2923,11.3846,11.2615,11.2923,2047460
GTN,20161114,11.2308,11.2615,11.1077,11.1692,1999950
GTN,20161115,11.1384,11.1384,10.9538,11.0769,1650670
GTN,20161116,11.0461,11.1692,10.9538,11.0769,1707830
GTN,20161117,10.7692,11.2307,10.7692,11.1385,4424220
GTN,20161118,11.0770,11.1693,11.0770,11.1385,1599810
GTN,20161121,11.1077,11.5385,11.0770,11.4462,1458500
GTN,20161122,11.3847,11.5385,11.3539,11.4769,1222910
GTN,20161123,11.3538,11.5077,11.3538,11.5077,1165450
GTN,20161124,11.4154,11.5385,11.3846,11.4154,1246590
GTN,20161125,11.3846,11.3846,11.2000,11.2000,1197720
GTN,20161128,11.0769,11.1692,11.0154,11.0154,1302800
GTN,20161129,10.9231,11.0462,10.8308,10.8308,1060230
GTN,20161130,10.7693,10.9539,10.7693,10.9538,781720
GTN,20161201,10.8923,10.9846,10.8923,10.8923,1070700
GTN,20161202,10.8308,11.0154,10.8308,11.0154,832450
GTN,20161205,10.9539,11.0769,10.9539,11.0462,793120
GTN,20161206,10.9847,11.1077,10.9539,11.0154,874940
GTN,20161207,11.0462,11.2616,11.0154,11.2000,634050
GTN,20161208,11.2000,11.2308,11.0769,11.1692,815280
GTN,20161209,11.1384,11.3230,11.1384,11.2923,929950
GTN,20161212,11.2923,11.2923,11.1077,11.1077,609950
GTN,20161213,11.0769,11.1692,10.9538,10.9538,776330
GTN,20161214,10.9538,10.9538,10.7076,10.7385,707530
GTN,20161215,10.7693,10.9231,10.7385,10.9231,642050
GTN,20161216,10.8923,11.1385,10.8000,11.1385,946430
