<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
RAL,20210104,136.3996,137.9822,136.3996,137.9822,22600,137.9000,139.5000,137.9000,139.5000,0,500,18700
RAL,20201231,135.5094,136.4986,134.0258,136.3996,5550,137.0000,138.0000,135.5000,137.9000,0,0,120
RAL,20201230,136.0040,137.2898,134.6192,136.0040,8830,137.5000,138.8000,136.1000,137.5000,0,0,12600
RAL,20201229,130.5638,138.2789,125.7171,134.6192,32920,132.0000,139.8000,127.1000,136.1000,0,0,12600
RAL,20201228,131.4541,131.6519,129.9704,130.5638,8220,132.9000,133.1000,131.4000,132.0000,0,0,2010
RAL,20201225,125.7171,132.9377,125.7171,130.1682,25230,127.1000,134.4000,127.1000,131.6000,0,230,11480
RAL,20201224,127.5965,127.6954,125.1237,125.7171,5590,129.0000,129.1000,126.5000,127.1000,0,160,0
RAL,20201223,128.0910,127.9921,124.6291,126.2117,14230,129.5000,129.4000,126.0000,127.6000,0,0,0
RAL,20201222,127.5964,128.0910,126.8051,128.0910,2710,129.0000,129.5000,128.2000,129.5000,0,0,0
RAL,20201221,128.0910,128.4866,126.1127,127.5964,5750,129.5000,129.9000,127.5000,129.0000,0,190,500
RAL,20201218,127.5964,128.4866,125.6182,128.4866,14020,129.0000,129.9000,127.0000,129.9000,0,160,380
RAL,20201217,130.0693,130.0693,127.5965,127.5964,10600,131.5000,131.5000,129.0000,129.0000,0,0,430
RAL,20201216,131.4540,131.4540,129.0801,129.3769,12080,132.9000,132.9000,130.5000,130.8000,0,0,430
RAL,20201215,131.5529,131.5529,129.0801,131.5529,5720,133.0000,133.0000,130.5000,133.0000,0,3150,20
RAL,20201214,131.6518,132.0474,131.0583,131.5529,10460,133.1000,133.5000,132.5000,133.0000,0,3150,20
RAL,20201211,129.7725,133.2344,129.5747,132.5420,25530,131.2000,134.7000,131.0000,134.0000,0,310,6000
RAL,20201210,132.4431,132.4431,129.5747,129.7725,15970,133.9000,133.9000,131.0000,131.2000,0,0,0
RAL,20201209,130.7616,132.5421,130.7616,132.4431,8420,132.2000,134.0000,132.2000,133.9000,0,0,0
RAL,20201208,130.6627,132.0475,130.5638,132.0475,7220,132.1000,133.5000,132.0000,133.5000,0,10,2600
RAL,20201207,126.5084,135.3116,126.5084,130.6627,23680,127.9000,136.8000,127.9000,132.1000,0,0,5400
RAL,20201204,126.6073,126.6073,125.6182,126.5084,2650,128.0000,128.0000,127.0000,127.9000,0,0,0
RAL,20201203,124.1345,126.6073,124.1345,126.6073,22320,125.5000,128.0000,125.5000,128.0000,0,0,1000
RAL,20201202,125.4204,125.4204,124.5302,124.6291,13780,126.8000,126.8000,125.9000,126.0000,0,0,0
RAL,20201201,125.4204,125.5193,124.6291,125.4204,8750,126.8000,126.9000,126.0000,126.8000,0,0,3420
RAL,20201130,126.4095,126.4095,125.2226,126.3106,4350,127.8000,127.8000,126.6000,127.7000,0,0,3420
RAL,20201127,126.5084,126.5084,124.7280,126.4095,6420,127.9000,127.9000,126.1000,127.8000,0,0,0
RAL,20201126,126.5084,126.5084,126.1128,126.4095,2330,127.9000,127.9000,127.5000,127.8000,0,0,10
RAL,20201125,126.1127,126.6073,126.1127,126.1128,9770,127.5000,128.0000,127.5000,127.5000,0,0,2240
RAL,20201124,125.7171,127.5964,125.6182,127.5964,3590,127.1000,129.0000,127.0000,129.0000,0,0,1590
RAL,20201123,125.0247,125.7171,124.6291,125.7171,3660,126.4000,127.1000,126.0000,127.1000,0,0,1590
RAL,20201120,126.3106,126.3106,125.0247,125.0247,14770,127.7000,127.7000,126.4000,126.4000,0,0,1000
RAL,20201119,127.5964,127.5964,125.6182,126.4095,3470,129.0000,129.0000,127.0000,127.8000,0,10,10
RAL,20201118,125.6182,130.5638,125.6182,127.5964,12920,127.0000,132.0000,127.0000,129.0000,0,290,1890
RAL,20201117,125.6182,126.6073,124.6291,126.2117,10310,127.0000,128.0000,126.0000,127.6000,0,290,1890
RAL,20201116,127.5964,127.5964,126.1127,126.2117,4410,129.0000,129.0000,127.5000,127.6000,0,0,1370
RAL,20201113,126.6073,127.5964,125.6182,127.5964,5640,128.0000,129.0000,127.0000,129.0000,0,10,0
RAL,20201112,128.4867,128.4867,126.2117,127.5964,6720,129.9000,129.9000,127.6000,129.0000,0,0,10
RAL,20201111,129.9703,130.1681,126.8051,127.1019,10110,131.4000,131.6000,128.2000,128.5000,0,0,2320
RAL,20201110,128.5855,130.0692,125.1236,129.9703,7990,130.0000,131.5000,126.5000,131.4000,0,0,1420
RAL,20201109,130.0692,130.0692,128.7833,130.0692,11020,131.5000,131.5000,130.2000,131.5000,0,10,1990
RAL,20201106,126.6073,130.5638,126.6073,130.0692,29850,128.0000,132.0000,128.0000,131.5000,0,100,0
RAL,20201105,124.6291,125.6182,124.1345,125.6182,4210,126.0000,127.0000,125.5000,127.0000,0,600,0
RAL,20201104,122.6508,126.5084,121.7606,126.5084,11200,124.0000,127.9000,123.1000,127.9000,0,600,0
RAL,20201103,125.5193,125.5193,121.7607,123.1454,4770,126.9000,126.9000,123.1000,124.5000,0,0,0
RAL,20201102,123.6400,125.6182,121.7607,123.6400,6100,125.0000,127.0000,123.1000,125.0000,0,0,0
RAL,20201030,123.6399,124.6290,121.6617,124.5302,9600,125.0000,126.0000,123.0000,125.9000,0,0,0
RAL,20201029,121.6617,123.5410,121.6617,123.5410,2720,123.0000,124.9000,123.0000,124.9000,0,400,0
RAL,20201028,126.6074,126.6074,122.4531,122.4530,14550,128.0000,128.0000,123.8000,123.8000,0,0,0
RAL,20201027,122.3541,124.6291,122.3541,123.6400,15090,123.7000,126.0000,123.7000,125.0000,0,0,0
RAL,20201026,125.6182,126.0138,122.6508,124.6291,14210,127.0000,127.4000,124.0000,126.0000,0,0,30
RAL,20201023,127.1019,127.1019,125.6182,126.0138,10840,128.5000,128.5000,127.0000,127.4000,0,0,0
RAL,20201022,123.6400,128.5856,123.6400,124.6291,14150,125.0000,130.0000,125.0000,126.0000,0,10,790
RAL,20201021,116.7161,120.5736,116.2215,120.5737,50440,118.0000,121.9000,117.5000,121.9000,0,0,10
RAL,20201020,113.7488,113.7488,111.7706,112.7596,8630,115.0000,115.0000,113.0000,114.0000,0,0,0
RAL,20201019,113.2542,113.7488,106.8249,113.7488,7480,114.5000,115.0000,108.0000,115.0000,0,0,0
RAL,20201016,112.7596,113.0564,111.7705,113.0564,12410,114.0000,114.3000,113.0000,114.3000,0,0,10
RAL,20201015,111.6716,111.7705,110.2868,111.6716,9340,112.9000,113.0000,111.5000,112.9000,0,0,0
RAL,20201014,112.8586,112.8586,109.7923,110.2868,9520,114.1000,114.1000,111.0000,111.5000,0,0,0
RAL,20201013,108.8032,109.7923,106.9239,109.7923,7900,110.0000,111.0000,108.1000,111.0000,0,100,0
RAL,20201012,111.1770,111.2759,106.2314,106.3304,5840,112.4000,112.5000,107.4000,107.5000,0,100,0
RAL,20201009,110.7814,110.7814,108.8032,109.3966,720,112.0000,112.0000,110.0000,110.6000,0,0,0
RAL,20201008,109.7923,110.5835,107.3195,110.5836,3660,111.0000,111.8000,108.5000,111.8000,0,790,700
RAL,20201007,103.8576,110.1880,103.0663,110.1879,39330,105.0000,111.4000,104.2000,111.4000,0,80,0
RAL,20201006,102.5717,104.6489,102.5717,103.0663,16490,103.7000,105.8000,103.7000,104.2000,0,20,0
RAL,20201005,102.8685,104.5500,102.3739,102.4728,11880,104.0000,105.7000,103.5000,103.6000,0,20,0
RAL,20201002,101.8793,103.3630,100.8902,102.2750,4310,103.0000,104.5000,102.0000,103.4000,0,30,1000
RAL,20201001,100.0989,102.6706,100.0989,102.3739,6350,101.2000,103.8000,101.2000,103.5000,0,440,0
RAL,20200930,102.6706,102.6706,100.8902,102.6706,1510,103.8000,103.8000,102.0000,103.8000,0,0,0
RAL,20200929,99.7033,102.8685,99.7033,100.8902,7540,100.8000,104.0000,100.8000,102.0000,0,0,0
RAL,20200928,101.8793,103.3630,99.2087,102.0772,3310,103.0000,104.5000,100.3000,103.2000,0,0,0
RAL,20200925,102.8684,102.8684,98.9119,101.9782,3340,104.0000,104.0000,100.0000,103.1000,0,0,0
RAL,20200924,103.3631,103.3631,99.0109,102.8684,3480,104.5000,104.5000,100.1000,104.0000,0,0,0
RAL,20200923,103.3630,103.3630,101.8793,102.0772,4070,104.5000,104.5000,103.0000,103.2000,0,0,200
RAL,20200922,102.0772,103.3631,102.0772,103.3630,2910,103.2000,104.5000,103.2000,104.5000,0,0,0
RAL,20200921,102.6706,103.8575,102.0771,102.0772,7600,103.8000,105.0000,103.2000,103.2000,0,0,0
RAL,20200918,102.8685,103.7587,102.6707,102.6706,7370,104.0000,104.9000,103.8000,103.8000,0,0,0
RAL,20200917,104.3522,104.3522,102.5718,103.7587,930,105.5000,105.5000,103.7000,104.9000,0,1040,0
RAL,20200916,103.6597,103.9564,101.8793,103.7587,13330,104.8000,105.1000,103.0000,104.9000,0,1040,0
RAL,20200915,103.8576,103.8576,103.0663,103.6597,3160,105.0000,105.0000,104.2000,104.8000,0,2480,200
RAL,20200914,100.3956,103.8576,100.3956,103.8576,12600,101.5000,105.0000,101.5000,105.0000,0,3210,0
RAL,20200911,100.0000,100.3956,99.0109,100.0989,3480,101.1000,101.5000,100.1000,101.2000,0,0,130
RAL,20200910,100.0000,100.7913,99.3076,100.0000,2880,101.1000,101.9000,100.4000,101.1000,0,1040,180
RAL,20200909,99.8022,101.3848,93.9664,100.0000,9900,100.9000,102.5000,95.0000,101.1000,0,0,0
RAL,20200908,99.9975,99.9975,98.9095,99.8022,500,101.1000,101.1000,100.0000,100.9000,0,0,0
RAL,20200907,98.2269,99.8672,97.4550,98.6128,12070,101.8000,103.5000,101.0000,102.2000,0,0,0
RAL,20200904,98.0339,98.4199,97.9374,98.1304,5480,101.6000,102.0000,101.5000,101.7000,0,1000,0
RAL,20200903,98.2269,98.9023,97.8409,98.4199,12280,101.8000,102.5000,101.4000,102.0000,0,4810,210
RAL,20200901,98.9024,98.9024,97.9374,97.9374,10310,102.5000,102.5000,101.5000,101.5000,0,3000,0
RAL,20200831,99.2883,101.3146,98.4199,98.4199,3700,102.9000,105.0000,102.0000,102.0000,0,1070,0
RAL,20200828,97.4549,99.3848,97.4549,99.2883,6550,101.0000,103.0000,101.0000,102.9000,0,240,30
RAL,20200827,97.4549,98.4198,96.4900,97.9374,5750,101.0000,102.0000,100.0000,101.5000,0,1220,0
RAL,20200826,98.5164,98.5164,96.5866,97.6479,10600,102.1000,102.1000,100.1000,101.2000,0,10,0
RAL,20200825,99.3848,99.7708,98.0339,99.2883,8720,103.0000,103.4000,101.6000,102.9000,0,0,0
RAL,20200824,98.9988,101.9900,98.9988,99.3848,13140,102.6000,105.7000,102.6000,103.0000,0,460,30
RAL,20200821,96.2971,100.3497,96.2971,98.9988,19300,99.8000,104.0000,99.8000,102.6000,0,20,0
RAL,20200820,95.5252,96.2971,94.5603,96.2971,8100,99.0000,99.8000,98.0000,99.8000,0,0,10
RAL,20200819,91.6656,96.4901,91.5691,95.5252,21480,95.0000,100.0000,94.9000,99.0000,0,0,0
RAL,20200818,88.7708,91.8585,86.8410,91.6656,14580,92.0000,95.2000,90.0000,95.0000,0,3900,0
RAL,20200817,89.1568,90.5077,87.8060,89.1568,7370,92.4000,93.8000,91.0000,92.4000,0,350,0
RAL,20200814,90.7007,91.1831,89.2533,90.5077,7180,94.0000,94.5000,92.5000,93.8000,0,2050,0
RAL,20200813,90.2182,91.5691,89.7357,90.2182,6870,93.5000,94.9000,93.0000,93.5000,0,640,0
RAL,20200812,91.1831,91.1831,88.7709,91.1831,7350,94.5000,94.5000,92.0000,94.5000,0,10,0
RAL,20200811,88.6744,91.6656,88.6744,91.4726,20830,91.9000,95.0000,91.9000,94.8000,0,0,0
RAL,20200810,85.7796,88.8673,85.1042,88.6744,37720,88.9000,92.1000,88.2000,91.9000,0,2730,30
RAL,20200807,86.8411,86.8411,85.0077,85.0077,6070,90.0000,90.0000,88.1000,88.1000,0,0,0
RAL,20200806,82.9815,86.3586,82.2095,86.3586,29650,86.0000,89.5000,85.2000,89.5000,0,9310,0
RAL,20200805,81.5341,82.4990,81.5341,82.4990,6420,84.5000,85.5000,84.5000,85.5000,0,0,0
RAL,20200804,81.9201,83.1745,81.9201,82.3060,11360,84.9000,86.2000,84.9000,85.3000,0,1000,0
RAL,20200803,78.4465,82.0166,78.1570,81.8236,40180,81.3000,85.0000,81.0000,84.8000,0,500,0
RAL,20200731,76.5166,78.1569,76.2271,78.0605,27160,79.3000,81.0000,79.0000,80.9000,0,5520,0
RAL,20200730,77.2886,79.6043,76.5166,76.5166,730,80.1000,82.5000,79.3000,79.3000,0,14340,0
RAL,20200729,77.2886,78.9289,76.0342,78.9289,25550,80.1000,81.8000,78.8000,81.8000,0,14340,0
RAL,20200728,79.1219,82.0166,75.7447,80.0868,24120,82.0000,85.0000,78.5000,83.0000,0,10550,0
RAL,20200727,78.1569,78.1569,74.3938,76.7096,60000,81.0000,81.0000,77.1000,79.5000,0,39010,0
RAL,20200724,81.9201,81.9201,76.2272,78.3499,17320,84.9000,84.9000,79.0000,81.2000,0,7250,0
RAL,20200723,82.3060,82.4025,81.9200,81.9201,10760,85.3000,85.4000,84.9000,84.9000,0,7250,0
RAL,20200722,83.3674,83.4639,82.3060,82.3060,23300,86.4000,86.5000,85.3000,85.3000,0,0,10
RAL,20200721,82.1131,83.4639,81.6306,82.5955,20590,85.1000,86.5000,84.6000,85.6000,0,0,0
RAL,20200720,80.9552,82.7885,80.1833,80.9552,21500,83.9000,85.8000,83.1000,83.9000,0,0,0
RAL,20200717,77.6745,77.9640,77.6745,77.9640,5420,80.5000,80.8000,80.5000,80.8000,0,7950,1080
RAL,20200716,77.6745,77.6745,77.0955,77.6745,17340,80.5000,80.5000,79.9000,80.5000,0,0,0
RAL,20200715,76.2272,78.1570,76.2272,77.3850,13430,79.0000,81.0000,79.0000,80.2000,0,0,0
RAL,20200714,72.5605,75.2622,72.5605,75.2623,10990,75.2000,78.0000,75.2000,78.0000,0,3000,40
RAL,20200713,73.1394,73.2359,72.3675,72.4640,5040,75.8000,75.9000,75.0000,75.1000,0,1240,0
RAL,20200710,72.4641,72.4641,72.1746,72.4640,6180,75.1000,75.1000,74.8000,75.1000,0,2770,1400
RAL,20200709,72.3676,72.6570,72.0781,72.3676,2300,75.0000,75.3000,74.7000,75.0000,0,110,0
RAL,20200708,72.1746,72.1746,72.0781,72.0781,700,74.8000,74.8000,74.7000,74.7000,0,0,0
RAL,20200707,70.6308,72.3676,70.6308,72.3676,2050,73.2000,75.0000,73.2000,75.0000,0,0,0
RAL,20200706,72.3676,72.3676,72.3676,72.3676,20,75.0000,75.0000,75.0000,75.0000,0,0,0
RAL,20200703,71.4027,72.3676,70.4378,72.3676,19020,74.0000,75.0000,73.0000,75.0000,0,15890,0
RAL,20200702,72.2711,72.2711,70.1483,72.2711,18570,74.9000,74.9000,72.7000,74.9000,0,1340,0
RAL,20200701,72.1746,72.3676,71.4027,72.3676,510,74.8000,75.0000,74.0000,75.0000,0,0,0
RAL,20200630,72.3676,72.3676,70.6308,72.1746,510,75.0000,75.0000,73.2000,74.8000,0,0,0
RAL,20200629,70.7273,72.5606,69.9553,72.1746,1630,73.3000,75.2000,72.5000,74.8000,0,0,0
RAL,20200626,72.7535,72.7535,72.3675,72.3676,5530,75.4000,75.4000,75.0000,75.0000,0,0,0
RAL,20200625,72.6570,72.6570,71.5956,72.6570,3020,75.3000,75.3000,74.2000,75.3000,0,0,0
RAL,20200624,72.8500,73.3325,71.8851,72.8500,2140,75.5000,76.0000,74.5000,75.5000,0,0,0
RAL,20200623,73.0430,73.3324,72.3675,72.8500,5660,75.7000,76.0000,75.0000,75.5000,0,0,0
RAL,20200622,72.8500,73.2359,72.3675,72.7535,8370,75.5000,75.9000,75.0000,75.4000,0,2000,0
RAL,20200619,72.3676,72.8500,72.3676,72.6570,7570,75.0000,75.5000,75.0000,75.3000,0,1250,0
RAL,20200618,72.3676,72.3676,71.8851,71.8851,920,75.0000,75.0000,74.5000,74.5000,0,0,0
RAL,20200617,71.0167,72.1746,71.0167,72.1746,4180,73.6000,74.8000,73.6000,74.8000,0,560,3910
RAL,20200616,71.4027,73.3325,70.7273,72.2711,4180,74.0000,76.0000,73.3000,74.9000,0,560,3910
RAL,20200615,74.2973,74.2973,69.4728,71.4027,16210,77.0000,77.0000,72.0000,74.0000,0,30,1590
RAL,20200612,74.2973,74.5868,73.7184,74.5868,7380,77.0000,77.3000,76.4000,77.3000,0,500,50
RAL,20200611,75.7447,75.7447,74.5868,74.6833,4100,78.5000,78.5000,77.3000,77.4000,0,100,0
RAL,20200610,75.5518,75.7447,75.2623,75.7447,4270,78.3000,78.5000,78.0000,78.5000,0,30,0
RAL,20200609,77.1921,77.1921,75.6483,76.2272,6950,80.0000,80.0000,78.4000,79.0000,0,0,0
RAL,20200608,77.1921,77.1921,75.6483,77.1921,20860,80.0000,80.0000,78.4000,80.0000,0,0,0
RAL,20200605,76.6131,76.6131,74.4903,76.2272,33510,79.4000,79.4000,77.2000,79.0000,0,0,0
RAL,20200604,76.2271,77.6745,76.2271,76.6131,32100,79.0000,80.5000,79.0000,79.4000,0,4820,0
RAL,20200603,76.8061,76.8061,76.1307,76.6131,9870,79.6000,79.6000,78.9000,79.4000,0,8120,0
RAL,20200602,76.9026,77.1921,76.0342,76.7096,10890,79.7000,80.0000,78.8000,79.5000,0,3600,0
RAL,20200601,79.0254,79.0254,76.5167,76.8061,2090,81.9000,81.9000,79.3000,79.6000,0,0,0
RAL,20200529,78.9289,78.9289,76.2271,77.1921,12820,81.8000,81.8000,79.0000,80.0000,0,5600,0
RAL,20200528,79.1218,79.1218,76.2271,78.5429,7830,82.0000,82.0000,79.0000,81.4000,0,0,1500
RAL,20200527,80.0868,81.0517,74.4904,74.4903,8020,83.0000,84.0000,77.2000,77.2000,0,0,0
RAL,20200526,80.0867,80.3762,79.0253,79.9903,13180,83.0000,83.3000,81.9000,82.9000,0,4000,0
RAL,20200525,79.1219,80.3763,77.8675,80.3762,16700,82.0000,83.3000,80.7000,83.3000,0,4520,800
RAL,20200522,80.3762,81.0516,79.1218,81.0517,7140,83.3000,84.0000,82.0000,84.0000,0,0,0
RAL,20200521,81.5341,81.5341,80.0867,81.1481,5640,84.5000,84.5000,83.0000,84.1000,0,2000,0
RAL,20200520,80.6657,81.9201,80.5692,81.5341,5650,83.6000,84.9000,83.5000,84.5000,0,0,0
RAL,20200519,80.5692,82.0166,80.5692,82.0166,4120,83.5000,85.0000,83.5000,85.0000,0,400,0
RAL,20200518,81.5341,82.8850,81.0516,82.8850,4710,84.5000,85.9000,84.0000,85.9000,0,0,0
RAL,20200515,80.0868,83.9464,80.0868,81.5341,15640,83.0000,87.0000,83.0000,84.5000,0,0,1000
RAL,20200514,81.4376,81.4376,80.0867,80.0868,10030,84.4000,84.4000,83.0000,83.0000,0,3540,0
RAL,20200513,79.1219,81.5342,79.1219,81.5341,3950,82.0000,84.5000,82.0000,84.5000,0,850,0
RAL,20200512,79.6043,79.7008,79.1218,79.1219,4010,82.5000,82.6000,82.0000,82.0000,0,620,0
RAL,20200511,79.6043,82.9815,79.6043,79.6043,10940,82.5000,86.0000,82.5000,82.5000,0,0,0
RAL,20200508,81.5341,82.9814,81.1481,82.8850,17690,84.5000,86.0000,84.1000,85.9000,0,9950,0
RAL,20200507,83.9463,83.9463,80.5692,81.1481,10270,87.0000,87.0000,83.5000,84.1000,0,370,240
RAL,20200506,77.9640,80.4728,76.2272,80.4727,34650,80.8000,83.4000,79.0000,83.4000,0,0,0
RAL,20200505,71.4027,75.2623,71.4027,75.2623,26750,74.0000,78.0000,74.0000,78.0000,0,180,0
RAL,20200504,69.2798,71.4026,68.9904,71.4027,15440,71.8000,74.0000,71.5000,74.0000,0,180,0
RAL,20200429,68.5079,69.4729,68.5079,69.4728,15940,71.0000,72.0000,71.0000,72.0000,0,0,0
RAL,20200428,68.9904,68.9904,68.0255,68.9904,11430,71.5000,71.5000,70.5000,71.5000,0,3270,0
RAL,20200427,69.4728,69.4728,67.0606,68.0255,23810,72.0000,72.0000,69.5000,70.5000,0,3270,0
RAL,20200424,69.4728,69.4728,68.5079,69.4728,1830,72.0000,72.0000,71.0000,72.0000,0,0,0
RAL,20200423,71.9815,71.9815,67.6395,69.4728,8770,74.6000,74.6000,70.1000,72.0000,0,0,0
RAL,20200422,71.4027,71.4027,65.6132,69.4728,187660,74.0000,74.0000,68.0000,72.0000,0,15400,185440
RAL,20200421,69.4728,69.4728,66.5781,68.0255,13790,72.0000,72.0000,69.0000,70.5000,0,0,0
RAL,20200420,69.4729,69.4729,65.6132,65.6132,11800,72.0000,72.0000,68.0000,68.0000,0,0,11700
RAL,20200417,68.9904,68.9904,67.0606,68.9904,4230,71.5000,71.5000,69.5000,71.5000,0,0,0
RAL,20200416,67.0606,67.0606,66.0957,67.0606,2210,69.5000,69.5000,68.5000,69.5000,0,0,0
RAL,20200415,66.9641,66.9641,65.6132,65.6132,3150,69.4000,69.4000,68.0000,68.0000,0,0,0
RAL,20200414,66.3852,66.3852,65.6132,65.6132,10250,68.8000,68.8000,68.0000,68.0000,0,0,0
RAL,20200413,69.3764,69.3764,64.6483,68.9904,350,71.9000,71.9000,67.0000,71.5000,0,0,0
RAL,20200410,65.6132,68.9904,65.6132,68.9904,1100,68.0000,71.5000,68.0000,71.5000,0,0,0
RAL,20200409,64.6465,69.4709,64.6465,69.4728,7270,67.0000,72.0000,67.0000,72.0000,0,1100,0
RAL,20200408,68.3627,68.3627,66.8725,67.0587,4870,73.4000,73.4000,71.8000,72.0000,0,1100,0
RAL,20200407,65.9411,68.3627,64.2646,68.3627,10710,70.8000,73.4000,69.0000,73.4000,0,0,0
RAL,20200406,62.4019,66.6862,62.4019,66.6862,4260,67.0000,71.6000,67.0000,71.6000,0,0,0
RAL,20200403,61.4705,62.4019,61.4705,62.4019,2600,66.0000,67.0000,66.0000,67.0000,0,0,0
RAL,20200401,61.2842,61.2842,61.1911,61.1911,30,65.8000,65.8000,65.7000,65.7000,0,0,0
RAL,20200331,58.6764,60.5392,57.7451,60.4460,6470,63.0000,65.0000,62.0000,64.9000,0,0,0
RAL,20200330,59.6078,59.6078,58.0245,59.6078,6930,64.0000,64.0000,62.3000,64.0000,0,0,0
RAL,20200327,60.5391,61.4705,59.8872,59.8872,630,65.0000,66.0000,64.3000,64.3000,0,0,0
RAL,20200326,59.4215,61.9362,59.4215,61.9362,3750,63.8000,66.5000,63.8000,66.5000,0,0,460
RAL,20200325,60.5391,60.5391,58.9558,60.5391,8500,65.0000,65.0000,63.3000,65.0000,0,10,950
RAL,20200324,56.9068,60.5391,56.9068,60.5391,13270,61.1000,65.0000,61.1000,65.0000,0,10,40
RAL,20200323,59.7009,59.7940,56.4411,57.7450,37180,64.1000,64.2000,60.6000,62.0000,278700,1000,1000
RAL,20200320,59.6077,60.5391,59.6077,59.7940,12290,64.0000,65.0000,64.0000,64.2000,0,0,3040
RAL,20200319,57.8381,59.7940,57.8381,59.7940,50,62.1000,64.2000,62.1000,64.2000,0,0,0
RAL,20200318,62.8676,62.8676,59.6078,59.7940,2930,67.5000,67.5000,64.0000,64.2000,0,0,0
RAL,20200317,58.3970,59.6078,58.3970,59.6078,3240,62.7000,64.0000,62.7000,64.0000,0,0,0
RAL,20200316,57.2793,61.2842,57.2793,58.3970,1770,61.5000,65.8000,61.5000,62.7000,0,0,0
RAL,20200313,57.1862,58.6764,54.4852,57.2793,22870,61.4000,63.0000,58.5000,61.5000,0,150,0
RAL,20200312,60.0734,60.0734,56.8136,57.1862,14540,64.5000,64.5000,61.0000,61.4000,0,0,0
RAL,20200311,64.8234,65.1028,60.5391,60.5391,2320,69.6000,69.9000,65.0000,65.0000,0,30,0
RAL,20200310,60.5392,64.7303,60.5392,64.7303,2310,65.0000,69.5000,65.0000,69.5000,0,30,0
RAL,20200309,62.4018,65.1960,62.4018,62.4019,15680,67.0000,70.0000,67.0000,67.0000,0,680,0
RAL,20200306,67.0587,67.0587,66.5930,67.0587,3630,72.0000,72.0000,71.5000,72.0000,0,300,0
RAL,20200305,67.0587,67.5244,67.0587,67.0587,3850,72.0000,72.5000,72.0000,72.0000,0,0,0
RAL,20200303,67.5244,67.9901,67.5244,67.9901,1620,72.5000,73.0000,72.5000,73.0000,0,0,0
RAL,20200302,67.9901,67.9901,67.0587,67.9901,1940,73.0000,73.0000,72.0000,73.0000,0,0,0
RAL,20200228,67.0587,67.9901,67.0587,67.9901,1240,72.0000,73.0000,72.0000,73.0000,0,0,0
RAL,20200227,67.9901,68.9215,67.9901,68.4558,2010,73.0000,74.0000,73.0000,73.5000,0,0,0
RAL,20200226,67.5244,68.6421,67.5244,68.6421,1520,72.5000,73.7000,72.5000,73.7000,0,0,0
RAL,20200224,67.3381,68.7352,67.0587,68.7352,3280,72.3000,73.8000,72.0000,73.8000,0,10,0
RAL,20200221,68.9215,68.9215,67.2450,68.8283,1900,74.0000,74.0000,72.2000,73.9000,0,40,730
RAL,20200220,69.3872,69.3872,68.9215,68.9215,1870,74.5000,74.5000,74.0000,74.0000,0,10,0
RAL,20200219,68.9215,69.3872,68.9215,69.3872,2410,74.0000,74.5000,74.0000,74.5000,0,0,0
RAL,20200218,68.4558,69.8528,68.4558,68.9215,6810,73.5000,75.0000,73.5000,74.0000,0,0,0
RAL,20200217,67.1519,69.2941,67.1519,67.9901,470,72.1000,74.4000,72.1000,73.0000,0,0,10
RAL,20200214,67.5245,69.3872,67.5245,69.3872,4910,72.5000,74.5000,72.5000,74.5000,0,210,0
RAL,20200213,68.4558,68.4558,67.1519,68.3627,360,73.5000,73.5000,72.1000,73.4000,0,20,0
RAL,20200212,67.5244,68.4558,67.0587,68.4558,5780,72.5000,73.5000,72.0000,73.5000,0,370,0
RAL,20200211,67.9901,68.8283,66.6862,68.4558,3240,73.0000,73.9000,71.6000,73.5000,0,0,0
RAL,20200210,67.6175,67.9901,67.6175,67.9901,310,72.6000,73.0000,72.6000,73.0000,0,0,0
RAL,20200207,68.7352,68.8283,67.5244,68.5489,3180,73.8000,73.9000,72.5000,73.6000,0,1650,0
RAL,20200206,67.9901,68.9215,67.0587,68.8283,5590,73.0000,74.0000,72.0000,73.9000,0,0,0
RAL,20200205,67.2450,69.2940,67.1519,69.2940,2500,72.2000,74.4000,72.1000,74.4000,0,0,0
RAL,20200204,67.5245,68.4558,67.0588,68.4558,520,72.5000,73.5000,72.0000,73.5000,0,0,0
RAL,20200203,66.3136,66.3136,63.3332,66.1274,7410,71.2000,71.2000,68.0000,71.0000,0,3000,1550
RAL,20200131,68.0832,68.9214,67.9901,67.9901,9290,73.1000,74.0000,73.0000,73.0000,0,0,0
RAL,20200130,69.8528,69.8528,68.0832,68.0832,3210,75.0000,75.0000,73.1000,73.1000,0,0,0
RAL,20200122,70.5979,70.5979,68.9214,69.8528,3320,75.8000,75.8000,74.0000,75.0000,0,0,100
RAL,20200121,69.0146,70.5979,69.0146,70.5979,4350,74.1000,75.8000,74.1000,75.8000,0,0,0
RAL,20200120,69.3872,69.8529,68.9215,69.0146,2900,74.5000,75.0000,74.0000,74.1000,0,0,0
RAL,20200117,68.9215,68.9215,68.4558,68.4558,280,74.0000,74.0000,73.5000,73.5000,0,0,0
RAL,20200116,68.9215,69.2940,67.9901,68.4558,5510,74.0000,74.4000,73.0000,73.5000,0,0,0
RAL,20200115,67.6175,68.9215,67.5244,68.9215,1580,72.6000,74.0000,72.5000,74.0000,0,0,0
